S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;poker_hand
Diamonds;Ace;Diamonds;King;Spades;Eight;Clubs;Six;Clubs;Eight;Two pairs
Diamonds;King;Spades;Ten;Diamonds;Eight;Diamonds;Ten;Diamonds;Ace;Two pairs
Diamonds;Nine;Clubs;Jack;Hearts;Ten;Spades;Eight;Clubs;Six;One pair
Hearts;Six;Hearts;Eight;Diamonds;Nine;Spades;Two;Spades;King;One pair
Diamonds;Six;Diamonds;King;Diamonds;Ten;Hearts;Queen;Diamonds;Two;One pair
Hearts;Ace;Hearts;Jack;Diamonds;Jack;Spades;Three;Spades;Four;Two pairs
Clubs;Three;Hearts;Three;Clubs;Queen;Hearts;Jack;Clubs;Six;Two pairs
Spades;Ten;Clubs;King;Hearts;Two;Diamonds;Ten;Spades;Three;Two pairs
Spades;Ten;Spades;Nine;Diamonds;Ten;Clubs;Queen;Hearts;Jack;Two pairs
Diamonds;Queen;Clubs;Ten;Hearts;Three;Hearts;Eight;Clubs;Six;One pair
Spades;Eight;Hearts;Ten;Diamonds;Ten;Clubs;King;Spades;Nine;Two pairs
Spades;Four;Spades;King;Clubs;Queen;Hearts;Two;Clubs;Nine;One pair
Spades;Eight;Clubs;Jack;Clubs;Five;Clubs;Queen;Spades;Nine;One pair
Hearts;Two;Spades;Seven;Spades;Four;Clubs;Two;Diamonds;Five;Two pairs
Spades;Ace;Diamonds;Queen;Diamonds;Nine;Diamonds;Eight;Hearts;Five;One pair
Spades;Two;Diamonds;Queen;Diamonds;Two;Clubs;Ten;Hearts;Four;Two pairs
Spades;Ten;Diamonds;Eight;Diamonds;Seven;Hearts;Jack;Clubs;King;One pair
Clubs;Seven;Clubs;King;Diamonds;Ten;Clubs;Two;Diamonds;Jack;One pair
Diamonds;Four;Clubs;Two;Diamonds;Queen;Hearts;Two;Diamonds;Six;Two pairs
Diamonds;Nine;Diamonds;King;Clubs;Ace;Diamonds;Five;Diamonds;Ten;One pair
Clubs;Three;Clubs;Six;Clubs;Ten;Clubs;Two;Diamonds;Nine;One pair
Diamonds;Two;Spades;Four;Clubs;Ten;Clubs;Two;Diamonds;Ten;Three of a kind
Spades;Ten;Diamonds;Seven;Clubs;King;Spades;Ace;Spades;Six;One pair
Diamonds;Nine;Spades;King;Clubs;Seven;Hearts;Six;Diamonds;Three;One pair
Spades;Nine;Clubs;Seven;Spades;Seven;Diamonds;Eight;Hearts;Nine;Three of a kind
Clubs;Queen;Hearts;Ten;Hearts;Nine;Hearts;Ace;Spades;Queen;Two pairs
Diamonds;Ten;Diamonds;Six;Spades;Five;Spades;Eight;Spades;Six;Two pairs
Clubs;Ten;Hearts;Five;Clubs;Six;Hearts;Ten;Diamonds;King;Two pairs
Hearts;Queen;Hearts;Nine;Clubs;King;Spades;Eight;Clubs;Ten;One pair
Diamonds;Five;Spades;Five;Spades;Nine;Clubs;Two;Diamonds;Three;Two pairs
Spades;Ten;Hearts;Queen;Spades;Six;Spades;Queen;Diamonds;Four;Two pairs
Clubs;Two;Spades;Eight;Hearts;Seven;Diamonds;Ace;Clubs;Six;One pair
Spades;Ten;Diamonds;Nine;Hearts;Four;Clubs;Five;Spades;Four;Two pairs
Clubs;Two;Hearts;Eight;Diamonds;Three;Spades;Six;Clubs;King;One pair
Clubs;Seven;Spades;Seven;Spades;Queen;Clubs;Five;Clubs;King;Two pairs
Spades;Four;Diamonds;Seven;Clubs;Ten;Clubs;Ace;Hearts;Eight;One pair
Hearts;Ace;Spades;King;Spades;Queen;Spades;Nine;Clubs;Seven;One pair
Hearts;Three;Spades;Eight;Hearts;Nine;Diamonds;Eight;Hearts;Two;Two pairs
Spades;Queen;Spades;Three;Spades;Eight;Diamonds;Four;Diamonds;Ten;One pair
Clubs;Nine;Hearts;King;Diamonds;Five;Diamonds;Queen;Spades;Queen;Two pairs
Spades;Six;Clubs;Three;Hearts;Two;Hearts;Nine;Diamonds;Six;Two pairs
Diamonds;King;Clubs;Three;Diamonds;Ten;Spades;Ten;Hearts;Nine;Two pairs
Spades;Ace;Spades;Six;Hearts;Six;Spades;Two;Diamonds;Nine;Two pairs
Hearts;Five;Spades;Three;Clubs;Five;Clubs;Two;Diamonds;Three;Three of a kind
Clubs;Two;Hearts;Six;Clubs;Six;Spades;Jack;Spades;Nine;Two pairs
Diamonds;Queen;Diamonds;King;Hearts;Ten;Spades;Five;Spades;Jack;One pair
Spades;King;Clubs;Seven;Hearts;Two;Diamonds;Ten;Diamonds;Nine;One pair
Hearts;King;Spades;Six;Clubs;Six;Diamonds;Six;Hearts;Six;Straight flush
Hearts;Three;Clubs;Two;Clubs;Four;Hearts;Queen;Diamonds;Five;One pair
Diamonds;Three;Spades;Ace;Spades;Queen;Hearts;Eight;Diamonds;Ace;Two pairs
Clubs;Jack;Diamonds;Ace;Spades;Nine;Clubs;Eight;Spades;Three;One pair
Diamonds;Ace;Hearts;Queen;Spades;Eight;Hearts;Two;Clubs;Six;One pair
Spades;Queen;Hearts;Ace;Clubs;Ace;Hearts;Five;Spades;King;Two pairs
Diamonds;Six;Hearts;Queen;Diamonds;Eight;Hearts;Eight;Hearts;Ten;Two pairs
Diamonds;Five;Spades;Five;Hearts;Ten;Diamonds;Nine;Clubs;Five;Straight
Clubs;Two;Diamonds;Ten;Clubs;King;Diamonds;Five;Hearts;Four;One pair
Hearts;Nine;Hearts;Queen;Diamonds;Four;Spades;Ten;Clubs;Five;One pair
Clubs;King;Spades;King;Clubs;Seven;Diamonds;Seven;Hearts;King;Four of a kind
Diamonds;Nine;Diamonds;King;Hearts;Nine;Clubs;Jack;Diamonds;Eight;Two pairs
Diamonds;King;Clubs;Jack;Hearts;Ace;Diamonds;Three;Hearts;Two;One pair
Hearts;Four;Clubs;Five;Clubs;Two;Diamonds;Ace;Clubs;Three;Flush
Spades;Ace;Hearts;Seven;Clubs;Six;Hearts;Queen;Spades;Four;One pair
Clubs;Five;Diamonds;Queen;Hearts;Eight;Diamonds;King;Diamonds;Five;Two pairs
Spades;Six;Clubs;Six;Clubs;Ten;Clubs;Seven;Spades;Seven;Three of a kind
Diamonds;Nine;Diamonds;Three;Hearts;Seven;Diamonds;Four;Diamonds;Six;One pair
Clubs;King;Spades;Seven;Clubs;Five;Clubs;Six;Clubs;Eight;One pair
Clubs;Eight;Clubs;Nine;Clubs;Ace;Clubs;Six;Hearts;Eight;Two pairs
Hearts;Ace;Clubs;Queen;Diamonds;Eight;Clubs;Nine;Hearts;Two;One pair
Diamonds;Ten;Hearts;Ten;Clubs;King;Diamonds;Ace;Hearts;Five;Two pairs
Spades;Four;Diamonds;Four;Hearts;King;Hearts;Four;Spades;Seven;Straight
Clubs;Seven;Clubs;King;Spades;Ten;Hearts;Five;Spades;Six;One pair
Clubs;Three;Diamonds;Four;Clubs;Seven;Clubs;Six;Diamonds;Three;Two pairs
Clubs;Four;Clubs;Three;Clubs;Seven;Diamonds;Six;Diamonds;Nine;One pair
Spades;King;Diamonds;Two;Diamonds;Three;Clubs;Nine;Spades;Three;Two pairs
Clubs;Seven;Diamonds;Five;Spades;Ace;Spades;Ten;Clubs;King;One pair
Clubs;Three;Hearts;Nine;Clubs;Two;Spades;Three;Diamonds;King;Two pairs
Diamonds;Eight;Clubs;Six;Clubs;Two;Hearts;Three;Spades;Four;One pair
Hearts;Eight;Diamonds;Queen;Diamonds;King;Diamonds;Seven;Spades;Seven;Two pairs
Hearts;Four;Diamonds;Ace;Diamonds;Two;Clubs;Five;Diamonds;Six;One pair
Hearts;King;Clubs;Six;Clubs;Two;Diamonds;Ten;Clubs;Queen;One pair
Hearts;Ace;Spades;Nine;Clubs;King;Clubs;Two;Diamonds;King;Two pairs
Clubs;Six;Diamonds;King;Hearts;Jack;Diamonds;Seven;Spades;Nine;One pair
Hearts;Two;Spades;Six;Spades;Queen;Hearts;Ten;Clubs;Five;One pair
Hearts;Eight;Clubs;Ace;Diamonds;Four;Clubs;Eight;Spades;Five;Two pairs
Clubs;Eight;Spades;Five;Clubs;Two;Spades;Six;Clubs;Five;Two pairs
Diamonds;Two;Spades;Queen;Diamonds;Six;Clubs;Nine;Clubs;King;One pair
Spades;Five;Diamonds;Seven;Clubs;Six;Spades;Ten;Diamonds;Queen;One pair
Spades;Queen;Diamonds;Ten;Hearts;King;Hearts;Three;Diamonds;King;Two pairs
Hearts;Ace;Hearts;Nine;Diamonds;Ace;Spades;Three;Hearts;Two;Two pairs
Clubs;King;Hearts;Seven;Hearts;Nine;Spades;Seven;Diamonds;Jack;Two pairs
Hearts;Four;Spades;King;Hearts;Ten;Diamonds;Five;Clubs;Two;One pair
Hearts;Queen;Clubs;Six;Hearts;Two;Spades;Jack;Spades;Four;One pair
Hearts;Jack;Spades;Four;Hearts;Ace;Clubs;Jack;Hearts;Seven;Two pairs
Diamonds;Five;Clubs;Nine;Spades;Seven;Hearts;Six;Spades;Queen;One pair
Diamonds;Three;Spades;Queen;Clubs;Eight;Spades;Two;Diamonds;Jack;One pair
Diamonds;Five;Spades;King;Hearts;Three;Clubs;Ace;Hearts;Queen;One pair
Clubs;Ten;Spades;Queen;Clubs;Ace;Diamonds;Jack;Clubs;Eight;One pair
Clubs;Ten;Diamonds;Five;Spades;Ten;Diamonds;Queen;Hearts;Ace;Two pairs
Diamonds;Jack;Clubs;Four;Diamonds;King;Clubs;King;Hearts;Jack;Three of a kind
Clubs;Three;Diamonds;Nine;Diamonds;Ace;Clubs;Five;Hearts;Ace;Two pairs
Clubs;Seven;Spades;Eight;Clubs;Three;Hearts;Ace;Hearts;Four;One pair
Clubs;Four;Hearts;Eight;Hearts;Three;Diamonds;Queen;Hearts;Seven;One pair
Diamonds;Four;Clubs;Three;Spades;Eight;Spades;Two;Clubs;King;One pair
Spades;Queen;Hearts;King;Spades;Seven;Clubs;Seven;Diamonds;Ten;Two pairs
Clubs;Five;Diamonds;Seven;Hearts;Ace;Spades;Four;Hearts;Jack;One pair
Spades;Five;Spades;Four;Hearts;Jack;Diamonds;Four;Spades;Jack;Three of a kind
Hearts;Six;Diamonds;Seven;Spades;Eight;Clubs;King;Spades;Six;Two pairs
Hearts;Six;Spades;Ten;Hearts;Ten;Clubs;Ace;Spades;Two;Two pairs
Hearts;Nine;Hearts;Ace;Diamonds;Ace;Diamonds;Six;Clubs;Nine;Three of a kind
Hearts;Nine;Hearts;Three;Clubs;Seven;Clubs;Nine;Clubs;Ace;Two pairs
Hearts;Ace;Clubs;Four;Diamonds;Nine;Diamonds;Seven;Spades;Eight;One pair
Clubs;Two;Clubs;Seven;Diamonds;Seven;Diamonds;Eight;Diamonds;Ace;Two pairs
Clubs;Eight;Hearts;Two;Clubs;Four;Hearts;King;Clubs;Ace;One pair
Hearts;Ten;Diamonds;Seven;Clubs;Three;Hearts;Five;Spades;Five;Two pairs
Clubs;Two;Diamonds;Six;Clubs;King;Diamonds;Ace;Hearts;Jack;One pair
Diamonds;Five;Diamonds;Eight;Diamonds;Ace;Clubs;Ace;Clubs;Seven;Two pairs
Spades;Seven;Hearts;Nine;Spades;Six;Hearts;Four;Clubs;Nine;Two pairs
Spades;Two;Spades;Ten;Clubs;King;Diamonds;Queen;Spades;Three;One pair
Spades;Eight;Spades;King;Hearts;Three;Diamonds;Seven;Spades;Queen;One pair
Diamonds;Jack;Clubs;Two;Clubs;Ten;Clubs;Four;Spades;Seven;One pair
Spades;Three;Clubs;Four;Clubs;Ten;Hearts;Queen;Clubs;Queen;Two pairs
Diamonds;Five;Spades;Ten;Hearts;Five;Hearts;Two;Spades;Jack;Two pairs
Hearts;King;Hearts;Nine;Diamonds;Queen;Spades;King;Hearts;Ten;Two pairs
Clubs;Eight;Spades;Seven;Spades;Three;Clubs;Ten;Spades;Queen;One pair
Spades;Seven;Diamonds;Nine;Diamonds;Ten;Clubs;Eight;Spades;King;One pair
Clubs;Ten;Clubs;Eight;Diamonds;Seven;Clubs;Two;Hearts;King;One pair
Hearts;King;Diamonds;Five;Spades;Jack;Diamonds;Jack;Spades;Three;Two pairs
Hearts;Five;Diamonds;Four;Hearts;Two;Diamonds;Queen;Diamonds;Nine;One pair
Diamonds;Eight;Spades;Ten;Hearts;Seven;Spades;Three;Diamonds;Ten;Two pairs
Clubs;Two;Diamonds;Eight;Hearts;Four;Hearts;Three;Hearts;Seven;One pair
Spades;Ace;Diamonds;Three;Hearts;Six;Hearts;Seven;Diamonds;Ace;Two pairs
Hearts;Ace;Clubs;Nine;Spades;Five;Spades;Ten;Spades;King;One pair
Clubs;Jack;Hearts;Queen;Clubs;Queen;Hearts;Ten;Hearts;Six;Two pairs
Diamonds;Ace;Spades;Ten;Clubs;Six;Clubs;Seven;Clubs;Three;One pair
Spades;Queen;Hearts;Seven;Hearts;King;Diamonds;Eight;Spades;Eight;Two pairs
Diamonds;Ace;Diamonds;Six;Hearts;Seven;Clubs;Five;Diamonds;Seven;Two pairs
Hearts;Four;Spades;Ten;Hearts;Seven;Spades;Five;Clubs;Eight;One pair
Hearts;Eight;Clubs;Ace;Spades;Three;Hearts;Four;Diamonds;Eight;Two pairs
Diamonds;Jack;Spades;Four;Clubs;Nine;Clubs;Eight;Hearts;Two;One pair
Spades;Ten;Clubs;King;Spades;Seven;Hearts;Queen;Hearts;Three;One pair
Diamonds;Nine;Clubs;Eight;Hearts;Eight;Diamonds;Six;Diamonds;Five;Two pairs
Diamonds;Six;Spades;Eight;Clubs;Nine;Diamonds;Five;Diamonds;Four;One pair
Diamonds;Jack;Clubs;Six;Diamonds;Queen;Diamonds;Nine;Diamonds;Five;One pair
Diamonds;Ten;Hearts;King;Hearts;Jack;Spades;Six;Diamonds;Three;One pair
Clubs;Nine;Spades;Ace;Clubs;Six;Hearts;Eight;Hearts;Four;One pair
Spades;Eight;Spades;Six;Clubs;Ace;Clubs;Queen;Clubs;King;One pair
Hearts;Two;Clubs;Jack;Spades;Six;Spades;Ace;Clubs;King;One pair
Diamonds;Three;Clubs;Seven;Diamonds;Two;Hearts;Ace;Spades;Four;One pair
Spades;Eight;Spades;Four;Hearts;Seven;Spades;Nine;Spades;King;One pair
Clubs;Five;Spades;Three;Spades;Four;Spades;King;Clubs;Three;Two pairs
Clubs;Ten;Clubs;Ace;Diamonds;Two;Hearts;Seven;Spades;Eight;One pair
Diamonds;King;Spades;Queen;Clubs;Six;Clubs;Two;Clubs;Nine;One pair
Hearts;Two;Spades;Queen;Diamonds;Three;Diamonds;Seven;Hearts;Three;Two pairs
Clubs;Nine;Hearts;Ten;Diamonds;Five;Hearts;Nine;Hearts;Six;Two pairs
Spades;Seven;Spades;Eight;Spades;Two;Spades;King;Clubs;Ten;One pair
Hearts;Six;Clubs;Six;Spades;Two;Hearts;Seven;Diamonds;Eight;Two pairs
Spades;Queen;Spades;King;Hearts;Ten;Spades;Four;Spades;Two;One pair
Diamonds;Nine;Hearts;Jack;Diamonds;Four;Clubs;Five;Spades;Eight;One pair
Hearts;Four;Clubs;Nine;Spades;Nine;Diamonds;Two;Clubs;Eight;Two pairs
Clubs;Five;Spades;Nine;Clubs;Ten;Clubs;Four;Diamonds;Jack;One pair
Clubs;Seven;Diamonds;Two;Hearts;Eight;Spades;King;Spades;Six;One pair
Hearts;Ten;Clubs;Two;Hearts;Nine;Diamonds;Jack;Clubs;Jack;Two pairs
Spades;Six;Clubs;Eight;Clubs;Two;Clubs;Three;Diamonds;Seven;One pair
Clubs;Three;Diamonds;Ace;Clubs;Five;Diamonds;Six;Clubs;Jack;One pair
Spades;Queen;Spades;Two;Clubs;Five;Hearts;Five;Spades;Nine;Two pairs
Spades;Eight;Diamonds;Nine;Spades;Three;Clubs;Nine;Spades;Seven;Two pairs
Clubs;Jack;Hearts;Jack;Spades;Queen;Diamonds;Three;Spades;Five;Two pairs
Clubs;Five;Hearts;King;Diamonds;Jack;Spades;Three;Hearts;Ace;One pair
Clubs;Nine;Spades;Eight;Clubs;Three;Hearts;Five;Diamonds;Eight;Two pairs
Spades;Six;Clubs;Four;Hearts;Five;Clubs;Five;Hearts;Nine;Two pairs
Spades;Seven;Clubs;Jack;Spades;Eight;Diamonds;Queen;Diamonds;Eight;Two pairs
Clubs;King;Diamonds;Ace;Clubs;Six;Clubs;Ace;Spades;Six;Three of a kind
Diamonds;Three;Spades;Eight;Spades;Nine;Diamonds;Five;Diamonds;Eight;Two pairs
Spades;Eight;Spades;Six;Spades;Ten;Spades;Three;Spades;Two;Full house
Clubs;Queen;Spades;Seven;Diamonds;Three;Diamonds;Eight;Diamonds;Six;One pair
Hearts;Two;Clubs;Ten;Clubs;Two;Clubs;King;Spades;Six;Two pairs
Clubs;Jack;Diamonds;Ten;Diamonds;Three;Spades;Ten;Spades;Ace;Two pairs
Clubs;Queen;Clubs;Jack;Spades;Queen;Spades;Eight;Hearts;Jack;Three of a kind
Diamonds;Five;Spades;Ace;Hearts;Two;Hearts;Seven;Hearts;Four;One pair
Diamonds;Four;Hearts;Seven;Clubs;Ten;Hearts;Three;Clubs;Jack;One pair
Diamonds;Two;Hearts;Queen;Hearts;King;Spades;Two;Clubs;Six;Two pairs
Hearts;King;Spades;Five;Spades;Three;Hearts;Eight;Clubs;Two;One pair
Spades;Jack;Hearts;Five;Clubs;Two;Clubs;King;Diamonds;Queen;One pair
Hearts;Five;Spades;Jack;Spades;Five;Hearts;Ten;Clubs;Two;Two pairs
Clubs;Eight;Spades;Two;Clubs;Six;Clubs;Nine;Diamonds;Jack;One pair
Diamonds;Ten;Diamonds;Four;Spades;Six;Clubs;King;Spades;Jack;One pair
Diamonds;Eight;Clubs;King;Diamonds;Two;Clubs;Two;Spades;Six;Two pairs
Clubs;Jack;Hearts;Ten;Spades;Four;Clubs;Eight;Hearts;Jack;Two pairs
Diamonds;Ace;Clubs;Jack;Spades;Seven;Clubs;King;Spades;Five;One pair
Hearts;Ten;Clubs;Six;Spades;Three;Clubs;Five;Hearts;Six;Two pairs
Diamonds;Two;Hearts;Jack;Clubs;Ten;Spades;Nine;Clubs;Three;One pair
Hearts;Four;Diamonds;Nine;Spades;Six;Diamonds;Seven;Spades;Three;One pair
Spades;Three;Clubs;Seven;Clubs;Two;Clubs;Five;Diamonds;Nine;One pair
Spades;Five;Diamonds;Nine;Hearts;Ace;Hearts;Seven;Spades;Queen;One pair
Diamonds;King;Clubs;Ten;Clubs;Four;Hearts;Five;Clubs;Six;One pair
Hearts;Five;Clubs;Ten;Clubs;Five;Hearts;King;Spades;Three;Two pairs
Hearts;Seven;Diamonds;Jack;Hearts;Queen;Diamonds;Three;Diamonds;Seven;Two pairs
Diamonds;Two;Clubs;Ten;Spades;Ace;Spades;Jack;Spades;Five;One pair
Diamonds;Queen;Hearts;Three;Spades;Seven;Diamonds;Four;Diamonds;Three;Two pairs
Diamonds;Seven;Clubs;Eight;Hearts;King;Hearts;Jack;Spades;Four;One pair
Spades;Five;Clubs;Four;Diamonds;Six;Spades;Six;Diamonds;Eight;Two pairs
Clubs;Ten;Clubs;Six;Diamonds;Seven;Clubs;Three;Hearts;Jack;One pair
Diamonds;Nine;Hearts;Ace;Diamonds;Five;Spades;Jack;Spades;Four;One pair
Clubs;Two;Spades;Ace;Hearts;Two;Spades;Two;Clubs;Five;Straight
Spades;Queen;Clubs;Nine;Spades;Two;Diamonds;Three;Diamonds;Eight;One pair
Spades;Jack;Spades;Six;Hearts;Ten;Clubs;Two;Clubs;Nine;One pair
Hearts;Three;Clubs;Queen;Diamonds;Nine;Hearts;Seven;Diamonds;Ten;One pair
Hearts;Queen;Hearts;Four;Spades;Three;Spades;Five;Spades;Four;Two pairs
Diamonds;Three;Clubs;Ten;Spades;Ace;Hearts;King;Hearts;Seven;One pair
Clubs;Four;Clubs;Five;Hearts;Eight;Spades;Ace;Clubs;Eight;Two pairs
Hearts;Eight;Clubs;Three;Diamonds;Ten;Spades;Eight;Diamonds;Jack;Two pairs
Clubs;King;Diamonds;Ten;Hearts;Ace;Hearts;Six;Hearts;King;Two pairs
Diamonds;Six;Clubs;Two;Hearts;Seven;Spades;Eight;Hearts;Ten;One pair
Diamonds;Four;Diamonds;Two;Clubs;Queen;Clubs;Nine;Clubs;Seven;One pair
Clubs;Jack;Clubs;Five;Clubs;Ace;Hearts;King;Diamonds;Seven;One pair
Diamonds;Six;Spades;Nine;Hearts;Queen;Diamonds;Nine;Spades;Ace;Two pairs
Hearts;Queen;Diamonds;Four;Spades;Nine;Hearts;Four;Clubs;Two;Two pairs
Hearts;Six;Hearts;Jack;Clubs;Eight;Spades;Three;Hearts;King;One pair
Hearts;Two;Hearts;Eight;Spades;Six;Spades;Four;Spades;Seven;One pair
Spades;Three;Clubs;King;Clubs;Eight;Hearts;Ten;Clubs;Six;One pair
Diamonds;Jack;Diamonds;Ten;Spades;King;Spades;Ten;Spades;Six;Two pairs
Clubs;Ten;Diamonds;King;Spades;Five;Diamonds;Eight;Hearts;Nine;One pair
Diamonds;Four;Clubs;Eight;Clubs;Nine;Hearts;Four;Hearts;King;Two pairs
Spades;Three;Clubs;Jack;Spades;Nine;Clubs;Nine;Hearts;Ace;Two pairs
Spades;Four;Diamonds;Seven;Clubs;Six;Hearts;Nine;Diamonds;Ace;One pair
Clubs;Queen;Spades;Six;Diamonds;Eight;Spades;Ten;Spades;Nine;One pair
Hearts;Three;Clubs;King;Spades;King;Diamonds;Three;Diamonds;Six;Three of a kind
Diamonds;Four;Spades;Four;Hearts;King;Clubs;Queen;Diamonds;Six;Two pairs
Clubs;Two;Hearts;Nine;Spades;Five;Hearts;Jack;Hearts;Ten;One pair
Clubs;King;Spades;Ace;Clubs;Nine;Hearts;Jack;Diamonds;Ten;One pair
Clubs;Jack;Spades;Ten;Clubs;Six;Hearts;King;Diamonds;Five;One pair
Spades;Four;Spades;Nine;Spades;Five;Clubs;Ten;Diamonds;Jack;One pair
Clubs;King;Clubs;Ten;Clubs;Seven;Hearts;Six;Hearts;Five;One pair
Spades;Five;Diamonds;King;Clubs;Six;Diamonds;Jack;Hearts;Two;One pair
Hearts;Five;Spades;Three;Spades;Seven;Clubs;Ace;Diamonds;Three;Two pairs
Diamonds;Four;Hearts;Seven;Spades;Seven;Spades;Queen;Hearts;Nine;Two pairs
Hearts;Jack;Spades;Nine;Spades;Ace;Diamonds;Three;Hearts;Seven;One pair
Diamonds;Queen;Clubs;Three;Spades;Six;Clubs;Eight;Clubs;Jack;One pair
Diamonds;Four;Clubs;King;Spades;Three;Clubs;Three;Clubs;Queen;Two pairs
Clubs;Seven;Clubs;Ten;Hearts;Ace;Spades;Six;Spades;Four;One pair
Clubs;Nine;Diamonds;Eight;Spades;Two;Hearts;Three;Diamonds;Five;One pair
Spades;Queen;Diamonds;Ten;Diamonds;Nine;Clubs;Ten;Clubs;Six;Two pairs
Spades;Ace;Clubs;King;Hearts;Seven;Clubs;Queen;Diamonds;Nine;One pair
Clubs;Seven;Diamonds;Two;Hearts;Seven;Spades;Five;Clubs;Nine;Two pairs
Diamonds;Three;Spades;Eight;Clubs;Three;Spades;Four;Hearts;Eight;Three of a kind
Clubs;Seven;Clubs;Nine;Diamonds;Seven;Hearts;Six;Diamonds;Two;Two pairs
Clubs;Ace;Hearts;Jack;Spades;Five;Clubs;Queen;Hearts;Nine;One pair
Spades;Six;Spades;Nine;Clubs;King;Hearts;Queen;Spades;King;Two pairs
Clubs;King;Diamonds;Three;Spades;King;Hearts;Nine;Clubs;Nine;Three of a kind
Clubs;Ten;Hearts;Three;Spades;Eight;Diamonds;Four;Hearts;Eight;Two pairs
Diamonds;Ace;Hearts;King;Diamonds;Four;Spades;Four;Clubs;Jack;Two pairs
Clubs;Six;Spades;King;Diamonds;Four;Diamonds;Jack;Diamonds;Six;Two pairs
Spades;Seven;Clubs;Queen;Hearts;Ten;Hearts;Four;Diamonds;Six;One pair
Spades;Eight;Clubs;Ace;Spades;Jack;Spades;Ace;Clubs;Nine;Two pairs
Diamonds;Two;Hearts;Queen;Clubs;Five;Hearts;Nine;Spades;Nine;Two pairs
Spades;Four;Hearts;Ten;Clubs;Ace;Hearts;Two;Spades;Two;Two pairs
Clubs;Ten;Clubs;Eight;Hearts;Two;Diamonds;Ace;Clubs;Two;Two pairs
Spades;Five;Spades;Seven;Clubs;Nine;Spades;Jack;Clubs;Four;One pair
Clubs;Three;Diamonds;Ten;Hearts;Seven;Spades;Two;Clubs;Two;Two pairs
Clubs;Ace;Spades;Jack;Clubs;Eight;Spades;Eight;Spades;Four;Two pairs
Spades;Jack;Clubs;Eight;Clubs;Two;Spades;Nine;Hearts;Six;One pair
Clubs;Seven;Diamonds;Five;Diamonds;Queen;Hearts;Seven;Hearts;Two;Two pairs
Hearts;Jack;Clubs;Jack;Spades;Queen;Hearts;Ten;Hearts;Ace;Two pairs
Diamonds;Nine;Clubs;Three;Hearts;Eight;Hearts;Jack;Hearts;Nine;Two pairs
Hearts;Queen;Hearts;Six;Hearts;Three;Diamonds;Nine;Spades;Ten;One pair
Diamonds;Five;Diamonds;Seven;Spades;Five;Clubs;Seven;Clubs;Jack;Three of a kind
Hearts;Two;Clubs;Five;Diamonds;King;Diamonds;Eight;Hearts;Nine;One pair
Clubs;Nine;Diamonds;Ten;Spades;Nine;Hearts;Seven;Diamonds;Two;Two pairs
Diamonds;Eight;Spades;Three;Hearts;Five;Hearts;King;Hearts;Jack;One pair
Hearts;Jack;Clubs;Queen;Spades;Six;Diamonds;Queen;Spades;King;Two pairs
Diamonds;Four;Diamonds;Five;Spades;Ace;Spades;Nine;Diamonds;Jack;One pair
Clubs;Jack;Clubs;Queen;Clubs;Nine;Diamonds;Five;Hearts;Queen;Two pairs
Clubs;Eight;Diamonds;Two;Diamonds;King;Spades;King;Diamonds;Ten;Two pairs
Clubs;Jack;Diamonds;Jack;Diamonds;King;Diamonds;Two;Hearts;Four;Two pairs
Spades;Jack;Diamonds;Seven;Spades;Ace;Hearts;Queen;Hearts;Six;One pair
Hearts;Six;Spades;Two;Diamonds;Queen;Clubs;Five;Hearts;Three;One pair
Spades;Nine;Hearts;Five;Diamonds;Ace;Spades;Six;Hearts;Nine;Two pairs
Spades;Three;Spades;Six;Clubs;Ten;Hearts;Nine;Diamonds;Three;Two pairs
Diamonds;Eight;Hearts;Seven;Clubs;Two;Hearts;Queen;Spades;Two;Two pairs
Diamonds;King;Spades;Jack;Spades;King;Spades;Eight;Spades;Two;Two pairs
Clubs;Six;Diamonds;Seven;Spades;Nine;Diamonds;Ten;Hearts;Queen;One pair
Spades;Ten;Diamonds;Three;Clubs;Nine;Clubs;King;Hearts;Two;One pair
Clubs;Ten;Hearts;Two;Spades;Seven;Diamonds;King;Clubs;Six;One pair
Hearts;Two;Diamonds;Eight;Clubs;Four;Hearts;Eight;Diamonds;Nine;Two pairs
Hearts;Three;Spades;Queen;Spades;King;Clubs;Ten;Clubs;Seven;One pair
Hearts;Five;Diamonds;Five;Diamonds;Nine;Clubs;Five;Hearts;Seven;Straight
Hearts;Seven;Hearts;King;Clubs;Eight;Spades;Jack;Spades;Five;One pair
Hearts;Jack;Spades;Eight;Diamonds;Six;Diamonds;Eight;Hearts;Queen;Two pairs
Clubs;Five;Clubs;King;Clubs;Queen;Spades;Two;Diamonds;Ten;One pair
Hearts;Queen;Diamonds;Two;Spades;Seven;Diamonds;Four;Diamonds;Five;One pair
Spades;Queen;Clubs;Jack;Spades;Ace;Clubs;Ten;Diamonds;King;Flush
Clubs;Eight;Clubs;Two;Diamonds;Nine;Hearts;Seven;Hearts;Ten;One pair
Spades;Three;Diamonds;Seven;Diamonds;Six;Spades;Ten;Hearts;Seven;Two pairs
Spades;Four;Clubs;Two;Spades;Eight;Hearts;Ten;Spades;Jack;One pair
Spades;Jack;Clubs;Nine;Spades;Nine;Clubs;King;Hearts;Nine;Straight
